"unitid","institution name","year","HD2021.Institution size category","DRVEF2021_RV.Total  enrollment","DRVEF2021_RV.Full-time enrollment","DRVEF2021_RV.Part-time enrollment","DRVEF2021_RV.Full-time equivalent fall enrollment","DRVEF2021_RV.Undergraduate enrollment","DRVEF2021_RV.First-time degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Continuing degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Nondegree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Graduate enrollment","DRVEF2021_RV.Full-time undergraduate enrollment","DRVEF2021_RV.Full-time first-time degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Full-time transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Full-time continuing degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Full-time nondegree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Full-time graduate enrollment","DRVEF2021_RV.Part-time undergraduate enrollment","DRVEF2021_RV.Part-time first-time degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Part-time transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Part-time continuing degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Part-time nondegree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Part-time graduate enrollment","DRVEF2021_RV.Percent of total enrollment that are American Indian or Alaska Native","DRVEF2021_RV.Percent of total enrollment that are Asian","DRVEF2021_RV.Percent of total enrollment that are Black or African American","DRVEF2021_RV.Percent of total enrollment that are Hispanic/Latino","DRVEF2021_RV.Percent of total enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2021_RV.Percent of total enrollment that are White","DRVEF2021_RV.Percent of total enrollment that are two or more races","DRVEF2021_RV.Percent of total enrollment that are Race/ethnicity unknown","DRVEF2021_RV.Percent of total enrollment that are Nonresident Alien","DRVEF2021_RV.Percent of total enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2021_RV.Percent of total enrollment that are women","DRVEF2021_RV.Percent of undergraduate enrollment that are American Indian or Alaska Native","DRVEF2021_RV.Percent of undergraduate enrollment that are Asian","DRVEF2021_RV.Percent of undergraduate enrollment that are Black or African American","DRVEF2021_RV.Percent of undergraduate enrollment that are Hispanic/Latino","DRVEF2021_RV.Percent of undergraduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2021_RV.Percent of undergraduate enrollment that are White","DRVEF2021_RV.Percent of undergraduate enrollment that are two or more races","DRVEF2021_RV.Percent of undergraduate enrollment that are Race/ethnicity unknown","DRVEF2021_RV.Percent of undergraduate enrollment that are Nonresident Alien","DRVEF2021_RV.Percent of undergraduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2021_RV.Percent of undergraduate enrollment that are women","DRVEF2021_RV.Percent of graduate enrollment that are American Indian or Alaska Native","DRVEF2021_RV.Percent of graduate enrollment that are Asian","DRVEF2021_RV.Percent of graduate enrollment that are Black or African American","DRVEF2021_RV.Percent of graduate enrollment that are Hispanic/Latino","DRVEF2021_RV.Percent of graduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2021_RV.Percent of graduate enrollment that are White","DRVEF2021_RV.Percent of graduate enrollment that are two or more races","DRVEF2021_RV.Percent of graduate enrollment that are Race/ethnicity unknown","DRVEF2021_RV.Percent of graduate enrollment that are Nonresident Alien","DRVEF2021_RV.Percent of graduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2021_RV.Percent of graduate enrollment that are women","DRVEF2021_RV.Full-time, first-time, degree/certificate seeking undergraduates (GRS Cohort) as percent of all undergraduates","DRVEF2021_RV.Adult age (25-64) enrollment, all students","DRVEF2021_RV.Adult age (25-64) enrollment, undergraduate","DRVEF2021_RV.Adult age (25-64) enrollment, graduate","DRVEF2021_RV.Adult age (25-64) enrollment, full-time students","DRVEF2021_RV.Adult age (25-64) enrollment, full-time undergraduate","DRVEF2021_RV.Adult age (25-64) enrollment, full-time graduate","DRVEF2021_RV.Adult age (25-64) enrollment, part-time students","DRVEF2021_RV.Adult age (25-64) enrollment, part-time undergraduate","DRVEF2021_RV.Adult age (25-64) enrollment, part-time graduate","DRVEF2021_RV.Percent of undergraduate enrollment under 18","DRVEF2021_RV.Percent of undergraduate enrollment 18-24","DRVEF2021_RV.Percent of undergraduate enrollment, 25-64","DRVEF2021_RV.Percent of undergraduate enrollment over 65","DRVEF2021_RV.Percent of students enrolled exclusively in distance education courses","DRVEF2021_RV.Percent of students enrolled in some but not all distance education courses","DRVEF2021_RV.Percent of students not enrolled in any distance education courses","DRVEF2021_RV.Percent of undergraduate students enrolled exclusively in distance education courses","DRVEF2021_RV.Percent of undergraduate students enrolled in some but not all distance education courses","DRVEF2021_RV.Percent of undergraduate students not enrolled in any distance education courses","DRVEF2021_RV.Percent of graduate students enrolled exclusively in distance education courses","DRVEF2021_RV.Percent of graduate students enrolled in some but not all distance education courses","DRVEF2021_RV.Percent of graduate students not enrolled in any distance education courses","DRVEF2021_RV.Number of first-time undergraduates - in-state","DRVEF2021_RV.Percent of first-time undergraduates - in-state","DRVEF2021_RV.Number of first-time undergraduates - out-of-state","DRVEF2021_RV.Percent of first-time undergraduates - out-of-state","DRVEF2021_RV.Number of first-time undergraduates - foreign countries","DRVEF2021_RV.Percent of first-time undergraduates - foreign countries","DRVEF2021_RV.Number of first-time undergraduates - residence unknown","DRVEF2021_RV.Percent of first-time undergraduates - residence unknown","HD2021.Institution size category","HD2021.FIPS state code","HD2021.Level of institution","HD2021.Control of institution","HD2021.Degree-granting status","HD2021.Historically Black College or University","HD2021.Land Grant Institution","HD2021.Institutional category","HD2021.Institution size category","DRVEF2021_RV.Total  enrollment","DRVEF2021_RV.Full-time enrollment","DRVEF2021_RV.Part-time enrollment","DRVEF2021_RV.Full-time equivalent fall enrollment","DRVEF2021_RV.Undergraduate enrollment","DRVEF2021_RV.First-time degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Continuing degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Nondegree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Graduate enrollment","DRVEF2021_RV.Full-time undergraduate enrollment","DRVEF2021_RV.Full-time first-time degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Full-time transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Full-time continuing degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Full-time nondegree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Full-time graduate enrollment","DRVEF2021_RV.Part-time undergraduate enrollment","DRVEF2021_RV.Part-time first-time degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Part-time transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Part-time continuing degree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Part-time nondegree/certificate-seeking undergraduate enrollment","DRVEF2021_RV.Part-time graduate enrollment"
"109350","Antelope Valley Community College District","2021","10,000 - 19,999","11105","3199","7906","6389","11105","1924","493","7253","1435","0","3199","968","135","2057","39","0","7906","956","358","5196","1396","0","0","4","12","61","0","16","4","2","0","4","58","0","4","12","61","0","16","4","2","0","4","58",,,,,,,,,,,,"9","3661","3661","0","590","590","0","3071","3071","0","8","59","33","1","31","27","42","31","27","42",,,,"1907","99","8","0","9","0","0","0","10,000 - 19,999","California","Four or more years","Public","Degree-granting","No","Not a Land Grant Institution","Degree-granting, not primarily baccalaureate or above","10,000 - 19,999","11105","3199","7906","6389","11105","1924","493","7253","1435","0","3199","968","135","2057","39","0","7906","956","358","5196","1396","0"
"109819","Bakersfield College","2021","20,000 and above","24479","6140","18339","13541","24479","2767","1063","13070","7579","0","6140","1435","275","4285","145","0","18339","1332","788","8785","7434","0","0","4","4","68","0","18","3","1","0","5","57","0","4","4","68","0","18","3","1","0","5","57",,,,,,,,,,,,"6","7173","7173","0","1252","1252","0","5921","5921","0","26","44","29","0","43","26","32","43","26","32",,,,"2767","100","0","0","0","0","0","0","20,000 and above","California","Four or more years","Public","Degree-granting","No","Not a Land Grant Institution","Degree-granting, not primarily baccalaureate or above","20,000 and above","24479","6140","18339","13541","24479","2767","1063","13070","7579","0","6140","1435","275","4285","145","0","18339","1332","788","8785","7434","0"
"111887","Cerritos College","2021","10,000 - 19,999","18656","6735","11921","10737","18656","3285","1575","12577","1219","0","6735","1891","418","4376","50","0","11921","1394","1157","8201","1169","0","0","8","6","70","0","9","2","3","0","8","54","0","8","6","70","0","9","2","3","0","8","54",,,,,,,,,,,,"10","7562","7562","0","1583","1583","0","5979","5979","0","5","54","41","0","40","38","22","40","38","22",,,,"3229","98","0","0","32","1","24","1","10,000 - 19,999","California","At least 2 but less than 4 years","Public","Degree-granting","No","Not a Land Grant Institution","Degree-granting, associate's and certificates","10,000 - 19,999","18656","6735","11921","10737","18656","3285","1575","12577","1219","0","6735","1891","418","4376","50","0","11921","1394","1157","8201","1169","0"
"112570","Columbia College Hollywood","2021","Under 1,000","493","448","45","466","493","69","63","361","0","0","448","66","63","319","0","0","45","3","0","42","0","0","1","5","18","12","1","40","7","11","3","6","43","1","5","18","12","1","40","7","11","3","6","43",,,,,,,,,,,,"13","90","90","0","74","74","0","16","16","0","4","78","18","0","10","0","90","10","0","90",,,,,,,,,,,,"Under 1,000","California","Four or more years","Private not-for-profit","Degree-granting","No","Not a Land Grant Institution","Degree-granting, primarily baccalaureate or above","Under 1,000","493","448","45","466","493","69","63","361","0","0","448","66","63","319","0","0","45","3","0","42","0","0"
"113236","Cypress College","2021","10,000 - 19,999","13406","4559","8847","8129","13406","2177","1358","8555","1316","0","4559","1345","276","2886","52","0","8847","832","1082","5669","1264","0","0","25","4","51","0","12","5","1","1","26","59","0","25","4","51","0","12","5","1","1","26","59",,,,,,,,,,,,"10","4086","4086","0","842","842","0","3244","3244","0","7","62","30","0","15","35","50","15","35","50",,,,"2154","99","4","0","0","0","19","1","10,000 - 19,999","California","Four or more years","Public","Degree-granting","No","Not a Land Grant Institution","Degree-granting, not primarily baccalaureate or above","10,000 - 19,999","13406","4559","8847","8129","13406","2177","1358","8555","1316","0","4559","1345","276","2886","52","0","8847","832","1082","5669","1264","0"
"114433","Feather River Community College District","2021","1,000 - 4,999","1376","443","933","820","1376","271","146","825","134","0","443","186","24","233","0","0","933","85","122","592","134","0","3","3","10","31","1","38","0","12","1","4","49","3","3","10","31","1","38","0","12","1","4","49",,,,,,,,,,,,"14","702","702","0","28","28","0","674","674","0","7","40","52","1","42","19","39","42","19","39",,,,"174","64","60","22","0","0","37","14","1,000 - 4,999","California","Four or more years","Public","Degree-granting","No","Not a Land Grant Institution","Degree-granting, not primarily baccalaureate or above","1,000 - 4,999","1376","443","933","820","1376","271","146","825","134","0","443","186","24","233","0","0","933","85","122","592","134","0"
"114716","Foothill College","2021","10,000 - 19,999","12438","3338","9100","7010","12438","1310","1329","7954","1845","0","3338","653","249","2300","136","0","9100","657","1080","5654","1709","0","0","25","3","32","1","28","6","1","3","26","48","0","25","3","32","1","28","6","1","3","26","48",,,,,,,,,,,,"5","5464","5464","0","850","850","0","4614","4614","0","11","44","44","1","59","14","27","59","14","27",,,,"1117","85","25","2","110","8","58","4","10,000 - 19,999","California","Four or more years","Public","Degree-granting","No","Not a Land Grant Institution","Degree-granting, not primarily baccalaureate or above","10,000 - 19,999","12438","3338","9100","7010","12438","1310","1329","7954","1845","0","3338","653","249","2300","136","0","9100","657","1080","5654","1709","0"
"115010","Glendale Career College","2021","Under 1,000","305","305","0","305","305","13","77","215","0","0","305","13","77","215","0","0","0","0","0","0","0","0","1","18","6","36","2","25","12","0","1","20","80","1","18","6","36","2","25","12","0","1","20","80",,,,,,,,,,,,"4","221","221","0","221","221","0","0","0","0","0","27","73","0","0","100","0","0","100","0",,,,,,,,,,,,"Under 1,000","California","Four or more years","Private for-profit","Degree-granting","No","Not a Land Grant Institution","Degree-granting, not primarily baccalaureate or above","Under 1,000","305","305","0","305","305","13","77","215","0","0","305","13","77","215","0","0","0","0","0","0","0","0"
"118912","MiraCosta College","2021","10,000 - 19,999","11125","3933","7192","6835","11125","1786","1110","7540","689","0","3933","1039","295","2585","14","0","7192","747","815","4955","675","0","0","7","3","39","1","39","8","3","1","7","60","0","7","3","39","1","39","8","3","1","7","60",,,,,,,,,,,,"9","4317","4317","0","876","876","0","3441","3441","0","5","55","39","1","88","9","3","88","9","3",,,,"1668","93","0","0","26","1","92","5","10,000 - 19,999","California","Four or more years","Public","Degree-granting","No","Not a Land Grant Institution","Degree-granting, not primarily baccalaureate or above","10,000 - 19,999","11125","3933","7192","6835","11125","1786","1110","7540","689","0","3933","1039","295","2585","14","0","7192","747","815","4955","675","0"
"118976","Modesto Junior College","2021","10,000 - 19,999","14642","4770","9872","8754","14642","2584","599","9766","1693","0","4770","1413","186","3031","140","0","9872","1171","413","6735","1553","0","1","7","3","53","1","34","0","1","0","8","62","1","7","3","53","1","34","0","1","0","8","62",,,,,,,,,,,,"10","4550","4550","0","781","781","0","3769","3769","0","7","62","31","0","44","41","16","44","41","16",,,,"2539","98","0","0","9","0","36","1","10,000 - 19,999","California","Four or more years","Public","Degree-granting","No","Not a Land Grant Institution","Degree-granting, not primarily baccalaureate or above","10,000 - 19,999","14642","4770","9872","8754","14642","2584","599","9766","1693","0","4770","1413","186","3031","140","0","9872","1171","413","6735","1553","0"
"121275","Platt College-San Diego","2021","Under 1,000","64","64","0","64","64","13","29","22","0","0","64","13","29","22","0","0","0","0","0","0","0","0","0","14","16","27","2","34","2","6","0","16","28","0","14","16","27","2","34","2","6","0","16","28",,,,,,,,,,,,"20","32","32","0","32","32","0","0","0","0","2","48","50","0","0","0","100","0","0","100",,,,,,,,,,,,"Under 1,000","California","Four or more years","Private for-profit","Degree-granting","No","Not a Land Grant Institution","Degree-granting, primarily baccalaureate or above","Under 1,000","64","64","0","64","64","13","29","22","0","0","64","13","29","22","0","0","0","0","0","0","0","0"
